s} (flopped=false)], isPlo=true]
[Hour=93098, Hand=[PokerHand: handType=FULL_HOUSE {5c 5s 9s 9h 9c}], isPlo=false]
[Hour=93099, Hand=[PokerHand: handType=QUADS {9s 9c 9d 9h Ac} (flopped=false)], isPlo=true]
[Hour=93100, Hand=null, isPlo=null]
[Hour=93101, Hand=[PokerHand: handType=FULL_HOUSE {4s 4c 7d 7h 7s}], isPlo=false]
[Hour=93102, Hand=[PokerHand: handType=FULL_HOUSE {8d 8c Qd Qh Qs}], isPlo=false]
[Hour=93103, Hand=[PokerHand: handType=QUADS {9c 9s 9h 9d Qc} (flopped=false)], isPlo=true]
[Hour=93104, Hand=[PokerHand: handType=QUADS {4h 4c 4d 4s Qh}], isPlo=false]
[Hour=93105, Hand=[PokerHand: handType=QUADS {7s 7c 7d 7h Ac} (flopped=false)], isPlo=true]
[Hour=93106, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=93107, Hand=[PokerHand: handType=QUADS {8c 8h 8s 8d Ah} (flopped=false)], isPlo=true]
[Hour=93108, Hand=[PokerHand: handType=QUADS {8s 8d 8h 8c Ac} (flopped=true)], isPlo=true]
[Hour=93109, Hand=[PokerHand: handType=QUADS {8s 8h 8d 8c Ks} (flopped=false)], isPlo=true]
[Hour=93110, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3h 4h 5h 6h 7h} (flopped=false)], isPlo=true]
[Hour=93111, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts}], isPlo=false]
[Hour=93112, Hand=[PokerHand: handType=QUADS {Kd Ad As Ah Ac}], isPlo=false]
[Hour=93113, Hand=[PokerHand: handType=FULL_HOUSE {4h 4d Td Th Ts}], isPlo=false]
[Hour=93114, Hand=[PokerHand: handType=QUADS {7h Jc Js Jh Jd} (flopped=false)], isPlo=true]
[Hour=93115, Hand=[PokerHand: handType=QUADS {Qc As Ad Ah Ac} (flopped=false)], isPlo=true]
[Hour=93116, Hand=[PokerHand: handType=QUADS {8c 8d 8s 8h Kd} (flopped=false)], isPlo=true]
[Hour=93117, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s As}], isPlo=false]
[Hour=93118, Hand=[PokerHand: handType=QUADS {9c 9h 9s 9d Ad} (flopped=false)], isPlo=true]
[Hour=93119, Hand=[PokerHand: handType=QUADS {Jh Js Jd Jc Kd} (flopped=false)], isPlo=true]
[Hour=93120, Hand=[PokerHand: handType=FULL_HOUSE {3h 3s 7c 7d 7s}], isPlo=false]
[Hour=93121, Hand=[PokerHand: handType=FULL_HOUSE {Qc Qh As Ad Ah}], isPlo=false]
[Hour=93122, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=93123, Hand=[PokerHand: handType=QUADS {Ts Ad Ac As Ah} (flopped=false)], isPlo=true]
[Hour=93124, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s As} (flopped=true)], isPlo=true]
[Hour=93125, Hand=[PokerHand: handType=QUADS {9d 9h 9c 9s Ad} (flopped=false)], isPlo=true]
[Hour=93126, Hand=[PokerHand: handType=FULL_HOUSE {3h 3s Qs Qc Qh}], isPlo=false]
[Hour=93127, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h} (flopped=false)], isPlo=true]
[Hour=93128, Hand=[PokerHand: handType=QUADS {9s 9h 9c 9d Td} (flopped=false)], isPlo=true]
[Hour=93129, Hand=[PokerHand: handType=QUADS {Td Ts Th Tc Qh} (flopped=false)], isPlo=true]
[Hour=93130, Hand=[PokerHand: handType=FULL_HOUSE {8h 8c 8d Ts Td}], isPlo=false]
[Hour=93131, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c Ac} (flopped=false)], isPlo=true]
[Hour=93132, Hand=[PokerHand: handType=FULL_HOUSE {2d 2s Ad As Ac}], isPlo=false]
[Hour=93133, Hand=null, isPlo=null]
[Hour=93134, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c} (flopped=false)], isPlo=true]
[Hour=93135, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jh Js Ah Ad}], isPlo=false]
[Hour=93136, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
[Hour=93137, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=93138, Hand=[PokerHand: handType=QUADS {9h Kh Kc Kd Ks} (flopped=true)], isPlo=true]
[Hour=93139, Hand=[PokerHand: handType=QUADS {9h 9d 9c 9s Ts} (flopped=false)], isPlo=true]
[Hour=93140, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=93141, Hand=[PokerHand: handType=FULL_HOUSE {Kc Kd Ks Ad Ah}], isPlo=false]
[Hour=93142, Hand=[PokerHand: handType=FULL_HOUSE {Jc Js Kh Kc Ks}], isPlo=false]
[Hour=93143, Hand=[PokerHand: handType=FULL_HOUSE {4c 4s Ad As Ah}], isPlo=false]
[Hour=93144, Hand=[PokerHand: handType=QUADS {Td Ts Tc Th Qd} (flopped=false)], isPlo=true]
[Hour=93145, Hand=[PokerHand: handType=QUADS {9d Ad As Ah Ac} (flopped=false)], isPlo=true]
[Hour=93146, Hand=[PokerHand: handType=QUADS {Jh Kc Ks Kh Kd} (flopped=false)], isPlo=true]
[Hour=93147, Hand=[PokerHand: handType=FULL_HOUSE {7c 7d 7h Jh Js}], isPlo=false]
[Hour=93148, Hand=[PokerHand: handType=FULL_HOUSE {8h 8s 8d Jh Jd}], isPlo=false]
[Hour=93149, Hand=[PokerHand: handType=QUADS {Ts Th Tc Td Kc} (flopped=false)], isPlo=true]
[Hour=93150, Hand=[PokerHand: handType=QUADS {8s 8c 8h 8d Ad} (flopped=false)], isPlo=true]
[Hour=93151, Hand=[PokerHand: handType=QUADS {Jd Qd Qh Qs Qc} (flopped=false)], isPlo=true]
[Hour=93152, Hand=[PokerHand: handType=FULL_HOUSE {4h 4d 5d 5h 5c}], isPlo=false]
[Hour=93153, Hand=[PokerHand: handType=QUADS {9c 9d 9h 9s Kc} (flopped=false)], isPlo=true]
[Hour=93154, Hand=[PokerHand: handType=QUADS {Qh Qs Qc Qd Kc} (flopped=false)], isPlo=true]
[Hour=93155, Hand=[PokerHand: handType=QUADS {8c 8s 8h 8d Tc} (flopped=false)], isPlo=true]
[Hour=93156, Hand=[PokerHand: handType=QUADS {9c 9s 9h 9d Qh} (flopped=false)], isPlo=true]
[Hour=93157, Hand=[PokerHand: handType=FULL_HOUSE {Ks Kh Ah As Ac}], isPlo=false]
[Hour=93158, Hand=[PokerHand: handType=QUADS {6d Tc Td Ts Th} (flopped=false)], isPlo=true]
[Hour=93159, Hand=[PokerHand: handType=QUADS {8d 8h 8s 8c Ah}], isPlo=false]
[Hour=93160, Hand=[PokerHand: handType=QUADS {8c 8d 8s 8h Ah}], isPlo=false]
[Hour=93161, Hand=[PokerHand: handType=FULL_HOUSE {7c 7d Kd Ks Kc}], isPlo=false]
[Hour=93162, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=93163, Hand=[PokerHand: handType=QUADS {7s 7c 7h 7d 8s}], isPlo=false]
[Hour=93164, Hand=[PokerHand: handType=QUADS {Kc Ad Ah As Ac} (flopped=false)], isPlo=true]
[Hour=93165, Hand=[PokerHand: handType=FULL_HOUSE {6c 6s 6d 7s 7h}], isPlo=false]
[Hour=93166, Hand=[PokerHand: handType=QUADS {7c Ah As Ac Ad}], isPlo=false]
[Hour=93167, Hand=[PokerHand: handType=QUADS {9d Kh Ks Kd Kc} (flopped=false)], isPlo=true]
[Hour=93168, Hand=[PokerHand: handType=FULL_HOUSE {Ts Th Kd Kc Ks}], isPlo=false]
[Hour=93169, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=true)], isPlo=true]
[Hour=93170, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=true)], isPlo=true]
[Hour=93171, Hand=[PokerHand: handType=QUADS {Qc Kd Kh Ks Kc} (flopped=false)], isPlo=true]
[Hour=93172, Hand=[PokerHand: handType=FULL_HOUSE {6c 6h 8c 8d 8s}], isPlo=false]
[Hour=93173, Hand=[PokerHand: handType=QUADS {Ks Ah Ac Ad As} (flopped=false)], isPlo=true]
[Hour=93174, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
[Hour=93175, Hand=[PokerHand: handType=QUADS {9h Td Th Tc Ts} (flopped=false)], isPlo=true]
[Hour=93176, Hand=[PokerHand: handType=QUADS {Qc Qh Qs Qd Kh} (flopped=false)], isPlo=true]
[Hour=93177, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h} (flopped=false)], isPlo=true]
[Hour=93178, Hand=null, isPlo=null]
[Hour=93179, Hand=null, isPlo=null]
[Hour=93180, Hand=[PokerHand: handType=QUADS {Qs Ac Ah Ad As} (flopped=false)], isPlo=true]
[Hour=93181, Hand=[PokerHand: handType=FULL_HOUSE {5d 5s 7d 7c 7s}], isPlo=false]
[Hour=93182, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h Ah} (flopped=false)], isPlo=true]
[Hour=93183, Hand=[PokerHand: handType=FULL_HOUSE {7s 7d Ad As Ah}], isPlo=false]
[Hour=93184, Hand=[PokerHand: handType=FULL_HOUSE {3d 3s Ah Ad Ac}], isPlo=false]
[Hour=93185, Hand=[PokerHand: handType=FULL_HOUSE {Ks Kc Ad Ah Ac}], isPlo=false]
[Hour=93186, Hand=[PokerHand: handType=FULL_HOUSE {8d 8c Ks Kc Kh}], isPlo=false]
[Hour=93187, Hand=null, isPlo=null]
[Hour=93188, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d}], isPlo=false]
[Hour=93189, Hand=null, isPlo=null]
[Hour=93190, Hand=[PokerHand: handType=QUADS {Ks Ad Ah As Ac} (flopped=false)], isPlo=true]
[Hour=93191, Hand=[PokerHand: handType=QUADS {Jc Js Jh Jd Ah}], isPlo=false]
[Hour=93192, Hand=[PokerHand: handType=QUADS {7s Ad As Ah Ac} (flopped=false)], isPlo=true]
[Hour=93193, Hand=[PokerHand: handType=FULL_HOUSE {8c 8d Th Tc Ts}], isPlo=false]
[Hour=93194, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=93195, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=93196, Hand=[PokerHand: handType=FULL_HOUSE {Ts Tc Td Qc Qd}], isPlo=false]
[Hour=93197, Hand=null, isPlo=null]
[Hour=93198, Hand=[PokerHand: handType=QUADS {8s 8d 8c 8h Ad}], isPlo=false]
[Hour=93199, Hand=[PokerHand: handType=FULL_HOUSE {8d 8h Qs Qd Qh}], isPlo=false]
[Hour=93200, Hand=[PokerHand: handType=QUADS {Th Tc Ts Td Kd} (flopped=false)], isPlo=true]
[Hour=93201, Hand=[PokerHand: handType=QUADS {9h Jh Jd Jc Js} (flopped=false)], isPlo=true]
[Hour=93202, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=93203, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=false)], isPlo=true]
[Hour=93204, Hand=null, isPlo=null]
[Hour=93205, Hand=[PokerHand: handType=FULL_HOUSE {Th Td Qd Qs Qc}], isPlo=false]
[Hour=93206, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c}], isPlo=false]
[Hour=93207, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d Ad}], isPlo=false]
[Hour=93208, Hand=[PokerHand: handType=FULL_HOUSE {Qs Qd Ah As Ad}], isPlo=false]
[Hour=93209, Hand=[PokerHand: handType=FULL_HOUSE {8d 8c Qd Qh Qs}], isPlo=false]
[Hour=93210, Hand=[PokerHand: handType=FULL_HOUSE {2h 2s 2c Qh Qd}], isPlo=false]
[Hour=93211, Hand=[PokerHand: handType=FULL_HOUSE {4c 4d 9c 9h 9d}], isPlo=false]
[Hour=93212, Hand=[PokerHand: handType=FULL_HOUSE {Tc Td Ts Ah Ac}], isPlo=false]
[Hour=93213, Hand=[PokerHand: handType=QUADS {Tc Js Jc Jh Jd} (flopped=false)], isPlo=true]
[Hour=93214, Hand=[PokerHand: handType=QUADS {9d 9s 9c 9h Th} (flopped=false)], isPlo=true]
[Hour=93215, Hand=[PokerHand: handType=QUADS {8h 8s 8d 8c 9h} (flopped=false)], isPlo=true]
[Hour=93216, Hand=[PokerHand: handType=QUADS {5d 5c 5s 5h Kh}], isPlo=false]
[Hour=93217, Hand=null, isPlo=null]
[Hour=93218, Hand=[PokerHand: handType=FULL_HOUSE {Ks Kh Kd Ad As}], isPlo=false]
[Hour=93219, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=93220, Hand=[PokerHand: handType=FULL_HOUSE {Qc Qh Qd Ah Ac}], isPlo=false]
[Hour=93221, Hand=null, isPlo=null]
[Hour=93222, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s As} (flopped=true)], isPlo=true]
[Hour=93223, Hand=[PokerHand: handType=QUADS {9c 9h 9d 9s Qc} (flopped=false)], isPlo=true]
[Hour=93224, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac}], isPlo=false]
[Hour=93225, Hand=[PokerHand: handType=FULL_HOUSE {8d 8c 9d 9h 9s}], isPlo=false]
[Hour=93226, Hand=[PokerHand: handType=FULL_HOUSE {4d 4h Qs Qc Qd}], isPlo=false]
[Hour=93227, Hand=[PokerHand: handType=QUADS {Qh Kc Kh Kd Ks} (flopped=false)], isPlo=true]
[Hour=93228, Hand=[PokerHand: handType=QUADS {9h 9s 9d 9c Jc} (flopped=false)], isPlo=true]
[Hour=93229, Hand=[PokerHand: handType=QUADS {Jd Ah Ad Ac As} (flopped=false)], isPlo=true]
[Hour=93230, Hand=[PokerHand: handType=FULL_HOUSE {5d 5h 5s 7d 7c}], isPlo=false]
[Hour=93231, Hand=[PokerHand: handType=QUADS {8d 8s 8c 8h Jd}], isPlo=false]
[Hour=93232, Hand=[PokerHand: handType=QUADS {Jd Js Jc Jh Ah} (flopped=false)], isPlo=true]
[Hour=93233, Hand=[PokerHand: handType=FULL_HOUSE {7h 7c 7d Td Tc}], isPlo=false]
[Hour=93234, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=93235, Hand=[PokerHand: handType=FULL_HOUSE {8h 8s Jd Jc Jh}], isPlo=false]
[Hour=93236, Hand=[PokerHand: handType=FULL_HOUSE {Tc Ts Qh Qd Qc}], isPlo=false]
[Hour=93237, Hand=[PokerHand: handType=QUADS {7c Jh Js Jd Jc} (flopped=false)], isPlo=true]
[Hour=93238, Hand=[PokerHand: handType=FULL_HOUSE {6s 6d 6h Qs Qd}], isPlo=false]
[Hour=93239, Hand=[PokerHand: handType=QUADS {4s 4h 4c 4d Jd}], isPlo=false]
[Hour=93240, Hand=[PokerHand: handType=QUADS {7d Jd Jc Jh Js} (flopped=true)], isPlo=true]
[Hour=93241, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=93242, Hand=[PokerHand: handType=QUADS {7d 7s 7c 7h Ah} (flopped=false)], isPlo=true]
[Hour=93243, Hand=[PokerHand: handType=FULL_HOUSE {7s 7h 7d Tc Ts}], isPlo=false]
[Hour=93244, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=93245, Hand=[PokerHand: handType=QUADS {9d Td Ts Tc Th} (flopped=false)], isPlo=true]
[Hour=93246, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s As}], isPlo=false]
[Hour=93247, Hand=[PokerHand: handType=FULL_HOUSE {7d 7s Ah As Ac}], isPlo=false]
[Hour=93248, Hand=[PokerHand: handType=QUADS {Tc Ts Th Td Qs} (flopped=false)], isPlo=true]
[Hour=93249, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js}], isPlo=false]
[Hour=93250, Hand=null, isPlo=null]
[Hour=93251, Hand=[PokerHand: handType=FULL_HOUSE {Ts Th Jh Jc Jd}], isPlo=false]
[Hour=93252, Hand=[PokerHand: handType=FULL_HOUSE {5h 5d As Ah Ad}], isPlo=false]
[Hour=93253, Hand=null, isPlo=null]
[Hour=93254, Hand=[PokerHand: handType=QUADS {5d 5s 5h 5c Qs}], isPlo=false]
[Hour=93255, Hand=[PokerHand: handType=QUADS {8h 8s 8c 8d Qc} (flopped=true)], isPlo=true]
[Hour=93256, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qc Qs As Ad}], isPlo=false]
[Hour=93257, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c}], isPlo=false]
[Hour=93258, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s As} (flopped=false)], isPlo=true]
[Hour=93259, Hand=[PokerHand: handType=QUADS {Qc Qs Qh Qd Ac} (flopped=false)], isPlo=true]
[Hour=93260, Hand=[PokerHand: handType=QUADS {Jh Kc Kd Kh Ks} (flopped=false)], isPlo=true]
[Hour=93261, Hand=[PokerHand: handType=FULL_HOUSE {5c 5h Jd Js Jc}], isPlo=false]
[Hour=93262, Hand=[PokerHand: handType=QUADS {7h 7s 7d 7c Kh} (flopped=false)], isPlo=true]
[Hour=93263, Hand=null, isPlo=null]
[Hour=93264, Hand=[PokerHand: handType=FULL_HOUSE {Jh Jc Jd Ks Kh}], isPlo=false]
[Hour=93265, Hand=[PokerHand: handType=FULL_HOUSE {5c 5d Kd Kh Ks}], isPlo=false]
[Hour=93266, Hand=[PokerHand: handType=QUADS {Qc Ah Ac Ad As} (flopped=false)], isPlo=true]
[Hour=93267, Hand=[PokerHand: handType=FULL_HOUSE {8s 8c Qd Qs Qh}], isPlo=false]
[Hour=93268, Hand=[PokerHand: handType=QUADS {Ts Th Td Tc Ad} (flopped=false)], isPlo=true]
[Hour=93269, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d Ad} (flopped=false)], isPlo=true]
[Hour=93270, Hand=[PokerHand: handType=QUADS {Ts Ks Kc Kd Kh} (flopped=true)], isPlo=true]
[Hour=93271, Hand=[PokerHand: handType=FULL_HOUSE {7s 7h 7c As Ac}], isPlo=false]
[Hour=93272, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc}], isPlo=false]
[Hour=93273, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d}], isPlo=false]
[Hour=93274, Hand=[PokerHand: handType=FULL_HOUSE {2h 2c Tc Ts Th}], isPlo=false]
[Hour=93275, Hand=[PokerHand: handType=QUADS {3d 3s 3h 3c Kc}], isPlo=false]
[Hour=93276, Hand=[PokerHand: handType=FULL_HOUSE {8c 8s 8h Jh Js}], isPlo=false]
[Hour=93277, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=93278, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jd Ah As Ac}], isPlo=false]
[Hour=93279, Hand=[PokerHand: handType=FULL_HOUSE {5d 5h 5s Qh Qs}], isPlo=false]
[Hour=93280, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=93281, Hand=[PokerHand: handType=FULL_HOUSE {9c 9s Qh Qc Qs}], isPlo=false]
[Hour=93282, Hand=[PokerHand: handType=FULL_HOUSE {5c 5d 5s 7s 7h}], isPlo=false]
[Hour=93283, Hand=[PokerHand: handType=QUADS {9s 9c 9h 9d Jc}], isPlo=false]
[Hour=93284, Hand=[PokerHand: handType=QUADS {Jh Qd Qc Qs Qh} (flopped=false)], isPlo=true]
[Hour=93285, Hand=[PokerHand: handType=QUADS {7c 7h 7s 7d Ah} (flopped=false)], isPlo=true]
[Hour=93286, Hand=[PokerHand: handType=FULL_HOUSE {6d 6h 8h 8d 8s}], isPlo=false]
[Hour=93287, Hand=[PokerHand: handType=QUADS {8h Ad Ac Ah As} (flopped=false)], isPlo=true]
[Hour=93288, Hand=[PokerHand: handType=QUADS {Ks Kh Kd Kc Ac} (flopped=false)], isPlo=true]
[Hour=93289, Hand=[PokerHand: handType=QUADS {3d 3s 3h 3c Ad}], isPlo=false]
[Hour=93290, Hand=[PokerHand: handType=FULL_HOUSE {3c 3s 6h 6s 6d}], isPlo=false]
[Hour=93291, Hand=[PokerHand: handType=QUADS {Qc Qh Qs Qd As} (flopped=false)], isPlo=true]
[Hour=93292, Hand=[PokerHand: handType=FULL_HOUSE {7c 7s Ah Ac Ad}], isPlo=false]
[Hour=93293, Hand=[PokerHand: handType=QUADS {Kc Kh Kd Ks As}], isPlo=false]
[Hour=93294, Hand=[PokerHand: handType=QUADS {5c Tc Ts Th Td} (flopped=false)], isPlo=true]
[Hour=93295, Hand=[PokerHand: handType=QUADS {9h Ks Kh Kd Kc} (flopped=false)], isPlo=true]
[Hour=93296, Hand=null, isPlo=null]
[Hour=93297, Hand=[PokerHand: handType=QUADS {Jh Jc Jd Js Qh} (flopped=false)], isPlo=true]
[Hour=93298, Hand=[PokerHand: handType=FULL_HOUSE {Th Tc Ts Js Jd}], isPlo=false]
[Hour=93299, Hand=[PokerHand: handType=FULL_HOUSE {4c 4s Js Jh Jd}], isPlo=false]
[Hour=93300, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=93301, Hand=[PokerHand: handType=QUADS {9d 9s 9h 9c Jd} (flopped=false)], isPlo=true]
[Hour=93302, Hand=[PokerHand: handType=QUADS {8h 8d 8c 8s Js} (flopped=false)], isPlo=true]
[Hour=93303, Hand=[PokerHand: handType=QUADS {Kd Ac As Ad Ah}], isPlo=false]
[Hour=93304, Hand=[PokerHand: handType=QUADS {Th Ts Td Tc Qs} (flopped=false)], isPlo=true]
[Hour=93305, Hand=[PokerHand: handType=QUADS {Js Qh Qc Qs Qd} (flopped=false)], isPlo=true]
[Hour=93306, Hand=[PokerHand: handType=FULL_HOUSE {9d 9s Ad As Ac}], isPlo=false]
[Hour=93307, Hand=[PokerHand: handType=QUADS {Jh Qc Qd Qs Qh} (flopped=false)], isPlo=true]
[Hour=93308, Hand=[PokerHand: handType=FULL_HOUSE {7h 7s Jd Jc Jh}], isPlo=false]
[Hour=93309, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h Ah} (flopped=false)], isPlo=true]
[Hour=93310, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h Ah} (flopped=false)], isPlo=true]
[Hour=93311, Hand=[PokerHand: handType=QUADS {9s Ah Ac As Ad}], isPlo=false]
[Hour=93312, Hand=[PokerHand: handType=FULL_HOUSE {4h 4c As Ah Ac}], isPlo=false]
[Hour=93313, Hand=[PokerHand: handType=QUADS {Jh Jd Js Jc Ad} (flopped=false)], isPlo=true]
[Hour=93314, Hand=[PokerHand: handType=FULL_HOUSE {5c 5d Ah Ad As}], isPlo=false]
[Hour=93315, Hand=[PokerHand: handType=QUADS {8c 8d 8h 8s Tc} (flopped=false)], isPlo=true]
[Hour=93316, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=93317, Hand=[PokerHand: handType=QUADS {9d 9c 9s 9h Ah}], isPlo=false]
[Hour=93318, Hand=[PokerHand: handType=QUADS {Js Jc Jh Jd Ah} (flopped=false)], isPlo=true]
[Hour=93319, Hand=[PokerHand: handType=FULL_HOUSE {7d 7c 9h 9s 9c}], isPlo=false]
[Hour=93320, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h}], isPlo=false]
[Hour=93321, Hand=[PokerHand: handType=QUADS {Kc Ac As Ad Ah} (flopped=false)], isPlo=true]
[Hour=93322, Hand=[PokerHand: handType=FULL_HOUSE {5h 5d Kc Kh Kd}], isPlo=false]
[Hour=93323, Hand=[PokerHand: handType=FULL_HOUSE {9s 9c Kc Kh Kd}], isPlo=false]
[Hour=93324, Hand=[PokerHand: handType=QUADS {9d 9c 9s 9h Kc} (flopped=false)], isPlo=true]
[Hour=93325, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=93326, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=93327, Hand=[PokerHand: handType=QUADS {Td Kh Kd Ks Kc} (flopped=false)], isPlo=true]
[Hour=93328, Hand=[PokerHand: handType=FULL_HOUSE {Th Tc Ts Ks Kd}], isPlo=false]
[Hour=93329, Hand=[PokerHand: handType=FULL_HOUSE {7h 7c 7d Js Jc}], isPlo=false]
[Hour=93330, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=true)], isPlo=true]
[Hour=93331, Hand=[PokerHand: handType=QUADS {7s Tc Ts Th Td} (flopped=false)], isPlo=true]
[Hour=93332, Hand=null, isPlo=null]
[Hour=93333, Hand=[PokerHand: handType=FULL_HOUSE {2c 2h Jd Jh Js}], isPlo=false]
[Hour=93334, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=93335, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3s 4s 5s 6s 7s} (flopped=false)], isPlo=true]
[Hour=93336, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3h 4h 5h 6h 7h} (flopped=false)], isPlo=true]
[Hour=93337, Hand=null, isPlo=null]
[Hour=93338, Hand=[PokerHand: handType=QUADS {Tc Jd Js Jc Jh} (flopped=false)], isPlo=true]
[Hour=93339, Hand=[PokerHand: handType=QUADS {Qs Qd Qc Qh Kh} (flopped=true)], isPlo=true]
[Hour=93340, Hand=[PokerHand: handType=QUADS {9h 9d 9s 9c Kh} (flopped=false)], isPlo=true]
[Hour=93341, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s}], isPlo=false]
[Hour=93342, Hand=[PokerHand: handType=QUADS {Qd Qh Qc Qs Ad} (flopped=false)], isPlo=true]
[Hour=93343, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c} (flopped=false)], isPlo=true]
[Hour=93344, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=93345, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s As} (flopped=false)], isPlo=true]
[Hour=93346, Hand=[PokerHand: handType=QUADS {Ks Ah Ac Ad As} (flopped=false)], isPlo=true]
[Hour=93347, Hand=[PokerHand: handType=QUADS {Ks As Ad Ah Ac} (flopped=false)], isPlo=true]
