C:\Users\Genevieve\.jdks\openjdk-15.0.1\bin\java.exe "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA 2020.2.3\lib\idea_rt.jar=55373:C:\Program Files\JetBrains\IntelliJ IDEA 2020.2.3\bin" -Dfile.encoding=UTF-8 -classpath C:\Users\Genevieve\Desktop\PokerHighHandSimulator\out\production\PokerHighHandSimulator;C:\Users\Genevieve\Desktop\commons-cli-1.5.0.jar main.Main --simulationDuration 10000 --numHandsPerHour 25 --highHandMinimumQualifier 22233 --highHandDuration 1 --numNlhTables 1 --numPloTables 1 --numPlayersPerTable 8 --ploHighHandMinimumQualifier 5555A --noPloFlopRestriction
================ HighHandSimulator ================
numNlhTables=1
numPloTables=1
numHandsPerHour=25
numPlayersPerTable=8
simulationDuration=PT10000H
highHand=[HighHand: nlhMinimumQualifyingHand=[PokerHand: handType=FULL_HOUSE {2 2 2 3 3}], ploMinimumQualifyingHand=[PokerHand: handType=QUADS {5 5 5 5 A}], highHandPeriod=PT1H]
[Hour=6122, Hand=[PokerHand: handType=QUADS {5h 5s 5d 5c 8d} (flopped=false)], isPlo=true]
[Hour=6123, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h} (flopped=false)], isPlo=true]
[Hour=6124, Hand=[PokerHand: handType=QUADS {3c 3s 3h 3d Ad}], isPlo=false]
[Hour=6125, Hand=[PokerHand: handType=QUADS {Th Ts Tc Td Js} (flopped=false)], isPlo=true]
[Hour=6126, Hand=[PokerHand: handType=QUADS {7d 7s 7c 7h 9c} (flopped=false)], isPlo=true]
[Hour=6127, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=6128, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3h 4h 5h 6h 7h} (flopped=false)], isPlo=true]
[Hour=6129, Hand=[PokerHand: handType=QUADS {Ts Th Tc Td Jc} (flopped=false)], isPlo=true]
[Hour=6130, Hand=[PokerHand: handType=FULL_HOUSE {8d 8c 8h 9s 9c}], isPlo=false]
[Hour=6131, Hand=[PokerHand: handType=FULL_HOUSE {Js Jd Ks Kd Kh}], isPlo=false]
[Hour=6132, Hand=[PokerHand: handType=QUADS {8s 8d 8h 8c 9d} (flopped=false)], isPlo=true]
[Hour=6133, Hand=[PokerHand: handType=QUADS {Js Jh Jd Jc Ks} (flopped=true)], isPlo=true]
[Hour=6134, Hand=[PokerHand: handType=FULL_HOUSE {Qc Qs Qh Kc Kh}], isPlo=false]
[Hour=6135, Hand=[PokerHand: handType=FULL_HOUSE {5d 5c Ad Ac Ah}], isPlo=false]
[Hour=6136, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=6137, Hand=[PokerHand: handType=QUADS {Qh Ks Kd Kc Kh}], isPlo=false]
[Hour=6138, Hand=[PokerHand: handType=FULL_HOUSE {6h 6s Qs Qc Qh}], isPlo=false]
[Hour=6139, Hand=[PokerHand: handType=QUADS {Jh Ks Kh Kc Kd} (flopped=false)], isPlo=true]
[Hour=6140, Hand=[PokerHand: handType=QUADS {4c 4h 4d 4s 7c}], isPlo=false]
[Hour=6141, Hand=[PokerHand: handType=QUADS {8c 8h 8s 8d Qh} (flopped=false)], isPlo=true]
[Hour=6142, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=6143, Hand=[PokerHand: handType=QUADS {3d 3s 3c 3h Ts}], isPlo=false]
[Hour=6144, Hand=[PokerHand: handType=QUADS {Qd Qs Qc Qh Kd} (flopped=false)], isPlo=true]
[Hour=6145, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=6146, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=6147, Hand=[PokerHand: handType=QUADS {8h 8d 8s 8c 9s} (flopped=false)], isPlo=true]
[Hour=6148, Hand=[PokerHand: handType=QUADS {Ts Kd Ks Kc Kh} (flopped=true)], isPlo=true]
[Hour=6149, Hand=[PokerHand: handType=FULL_HOUSE {3c 3s Ah Ac Ad}], isPlo=false]
[Hour=6150, Hand=[PokerHand: handType=QUADS {6s 6h 6c 6d Tc}], isPlo=false]
[Hour=6151, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts}], isPlo=false]
[Hour=6152, Hand=[PokerHand: handType=QUADS {5h 5d 5c 5s 6h} (flopped=false)], isPlo=true]
[Hour=6153, Hand=[PokerHand: handType=QUADS {7s Qh Qd Qc Qs} (flopped=false)], isPlo=true]
[Hour=6154, Hand=[PokerHand: handType=QUADS {Tc Kc Kd Ks Kh} (flopped=false)], isPlo=true]
[Hour=6155, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=false)], isPlo=true]
[Hour=6156, Hand=[PokerHand: handType=QUADS {Qd Qs Qh Qc Kh}], isPlo=false]
[Hour=6157, Hand=[PokerHand: handType=QUADS {Qs Qd Qh Qc Kc} (flopped=false)], isPlo=true]
[Hour=6158, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7h 8h 9h Th Jh} (flopped=false)], isPlo=true]
[Hour=6159, Hand=[PokerHand: handType=QUADS {Th Kc Kd Ks Kh} (flopped=false)], isPlo=true]
[Hour=6160, Hand=[PokerHand: handType=QUADS {Js Qd Qh Qs Qc} (flopped=false)], isPlo=true]
[Hour=6161, Hand=[PokerHand: handType=FULL_HOUSE {9d 9h Jh Js Jd}], isPlo=false]
[Hour=6162, Hand=[PokerHand: handType=QUADS {2c 2h 2d 2s Kc}], isPlo=false]
[Hour=6163, Hand=[PokerHand: handType=QUADS {8d 8s 8h 8c Jc}], isPlo=false]
[Hour=6164, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=6165, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=6166, Hand=[PokerHand: handType=QUADS {9h 9d 9c 9s Qc}], isPlo=false]
[Hour=6167, Hand=[PokerHand: handType=QUADS {8d 8s 8c 8h 9s} (flopped=false)], isPlo=true]
[Hour=6168, Hand=[PokerHand: handType=QUADS {Qc Ks Kh Kd Kc} (flopped=false)], isPlo=true]
[Hour=6169, Hand=[PokerHand: handType=FULL_HOUSE {4c 4s As Ad Ah}], isPlo=false]
[Hour=6170, Hand=[PokerHand: handType=QUADS {8c Qs Qc Qd Qh} (flopped=false)], isPlo=true]
[Hour=6171, Hand=[PokerHand: handType=QUADS {Qc Ac As Ad Ah} (flopped=false)], isPlo=true]
[Hour=6172, Hand=[PokerHand: handType=QUADS {Td Ac As Ad Ah} (flopped=false)], isPlo=true]
[Hour=6173, Hand=[PokerHand: handType=QUADS {Qh Qc Qs Qd Kh} (flopped=true)], isPlo=true]
[Hour=6174, Hand=[PokerHand: handType=QUADS {9c 9s 9h 9d Tc}], isPlo=false]
[Hour=6175, Hand=null, isPlo=null]
[Hour=6176, Hand=[PokerHand: handType=QUADS {7c 7d 7h 7s 9c} (flopped=false)], isPlo=true]
[Hour=6177, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3h 4h 5h 6h 7h} (flopped=false)], isPlo=true]
[Hour=6178, Hand=[PokerHand: handType=QUADS {5h 5s 5c 5d 7s} (flopped=false)], isPlo=true]
[Hour=6179, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Ks Kh Kd}], isPlo=false]
[Hour=6180, Hand=[PokerHand: handType=QUADS {5d 5s 5h 5c Jd} (flopped=false)], isPlo=true]
[Hour=6181, Hand=[PokerHand: handType=QUADS {Qd Kd Kh Kc Ks} (flopped=false)], isPlo=true]
[Hour=6182, Hand=[PokerHand: handType=QUADS {5c 5s 5d 5h 8d} (flopped=false)], isPlo=true]
[Hour=6183, Hand=[PokerHand: handType=FULL_HOUSE {Kd Ks Kh Ah As}], isPlo=false]
[Hour=6184, Hand=[PokerHand: handType=QUADS {Qd Ah As Ad Ac}], isPlo=false]
[Hour=6185, Hand=[PokerHand: handType=FULL_HOUSE {3s 3d Kh Kc Kd}], isPlo=false]
[Hour=6186, Hand=[PokerHand: handType=QUADS {9s Jc Js Jh Jd} (flopped=false)], isPlo=true]
[Hour=6187, Hand=[PokerHand: handType=FULL_HOUSE {2d 2h 7d 7h 7s}], isPlo=false]
[Hour=6188, Hand=[PokerHand: handType=QUADS {7h 7d 7s 7c 8c} (flopped=false)], isPlo=true]
[Hour=6189, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=6190, Hand=[PokerHand: handType=QUADS {7s 7c 7h 7d Qc} (flopped=false)], isPlo=true]
[Hour=6191, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad}], isPlo=false]
[Hour=6192, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=true)], isPlo=true]
[Hour=6193, Hand=[PokerHand: handType=QUADS {Qc Kh Ks Kc Kd} (flopped=false)], isPlo=true]
[Hour=6194, Hand=[PokerHand: handType=QUADS {7h 7c 7d 7s Js} (flopped=false)], isPlo=true]
[Hour=6195, Hand=[PokerHand: handType=FULL_HOUSE {9h 9c 9s Tc Th}], isPlo=false]
[Hour=6196, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=6197, Hand=[PokerHand: handType=FULL_HOUSE {3h 3d 9s 9c 9h}], isPlo=false]
[Hour=6198, Hand=[PokerHand: handType=QUADS {Jc Jd Jh Js Ah} (flopped=false)], isPlo=true]
[Hour=6199, Hand=[PokerHand: handType=QUADS {Qh As Ad Ah Ac} (flopped=false)], isPlo=true]
[Hour=6200, Hand=[PokerHand: handType=QUADS {5d 5c 5s 5h 7h} (flopped=true)], isPlo=true]
[Hour=6201, Hand=[PokerHand: handType=FULL_HOUSE {8d 8h Qd Qh Qc}], isPlo=false]
[Hour=6202, Hand=[PokerHand: handType=QUADS {7c 7s 7d 7h 9d} (flopped=false)], isPlo=true]
[Hour=6203, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=6204, Hand=[PokerHand: handType=QUADS {Td Ts Tc Th Kd} (flopped=false)], isPlo=true]
[Hour=6205, Hand=null, isPlo=null]
[Hour=6206, Hand=[PokerHand: handType=QUADS {8d 8h 8s 8c Qs}], isPlo=false]
[Hour=6207, Hand=[PokerHand: handType=QUADS {Th Tc Ts Td Qh} (flopped=false)], isPlo=true]
[Hour=6208, Hand=[PokerHand: handType=FULL_HOUSE {5s 5d 7d 7s 7h}], isPlo=false]
[Hour=6209, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As} (flopped=false)], isPlo=true]
[Hour=6210, Hand=[PokerHand: handType=QUADS {Th Ks Kc Kd Kh} (flopped=false)], isPlo=true]
[Hour=6211, Hand=[PokerHand: handType=QUADS {7d 7s 7h 7c As} (flopped=true)], isPlo=true]
[Hour=6212, Hand=[PokerHand: handType=QUADS {Qh Qs Qd Qc Kd}], isPlo=false]
[Hour=6213, Hand=null, isPlo=null]
[Hour=6214, Hand=[PokerHand: handType=QUADS {Th Tc Ts Td Jh} (flopped=false)], isPlo=true]
[Hour=6215, Hand=[PokerHand: handType=QUADS {7s Jc Jh Js Jd} (flopped=false)], isPlo=true]
[Hour=6216, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c} (flopped=false)], isPlo=true]
[Hour=6217, Hand=[PokerHand: handType=QUADS {Jc Jh Jd Js Ks} (flopped=false)], isPlo=true]
[Hour=6218, Hand=[PokerHand: handType=QUADS {9h 9c 9d 9s Jd}], isPlo=false]
[Hour=6219, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=6220, Hand=[PokerHand: handType=QUADS {9c Ad As Ah Ac} (flopped=false)], isPlo=true]
[Hour=6221, Hand=[PokerHand: handType=FULL_HOUSE {Qc Qd Qs As Ad}], isPlo=false]
[Hour=6222, Hand=null, isPlo=null]
[Hour=6223, Hand=[PokerHand: handType=FULL_HOUSE {4s 4h 7d 7c 7s}], isPlo=false]
[Hour=6224, Hand=null, isPlo=null]
[Hour=6225, Hand=null, isPlo=null]
[Hour=6226, Hand=null, isPlo=null]
[Hour=6227, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=6228, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc}], isPlo=false]
[Hour=6229, Hand=[PokerHand: handType=FULL_HOUSE {8d 8h Jh Js Jd}], isPlo=false]
[Hour=6230, Hand=[PokerHand: handType=QUADS {5s 5h 5d 5c Kd}], isPlo=false]
[Hour=6231, Hand=[PokerHand: handType=QUADS {7s 7c 7d 7h 8c} (flopped=false)], isPlo=true]
[Hour=6232, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3s 4s 5s 6s 7s} (flopped=false)], isPlo=true]
[Hour=6233, Hand=[PokerHand: handType=QUADS {7s Jc Jh Js Jd} (flopped=false)], isPlo=true]
[Hour=6234, Hand=[PokerHand: handType=QUADS {Ts Tc Th Td Ah}], isPlo=false]
[Hour=6235, Hand=[PokerHand: handType=QUADS {Jd Js Jc Jh Ah} (flopped=false)], isPlo=true]
[Hour=6236, Hand=[PokerHand: handType=QUADS {Qh Ad As Ac Ah} (flopped=false)], isPlo=true]
[Hour=6237, Hand=[PokerHand: handType=QUADS {8s 8d 8c 8h 9c}], isPlo=false]
[Hour=6238, Hand=[PokerHand: handType=FULL_HOUSE {8d 8s 8c Qd Qh}], isPlo=false]
[Hour=6239, Hand=[PokerHand: handType=FULL_HOUSE {4c 4d Qd Qs Qc}], isPlo=false]
[Hour=6240, Hand=[PokerHand: handType=QUADS {4s 4h 4d 4c Qh}], isPlo=false]
[Hour=6241, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=6242, Hand=[PokerHand: handType=QUADS {Ts Ah Ad Ac As} (flopped=false)], isPlo=true]
[Hour=6243, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=6244, Hand=[PokerHand: handType=QUADS {9s 9d 9c 9h Kc} (flopped=false)], isPlo=true]
[Hour=6245, Hand=[PokerHand: handType=QUADS {7s Qh Qc Qd Qs} (flopped=false)], isPlo=true]
[Hour=6246, Hand=[PokerHand: handType=QUADS {5h 6h 6d 6c 6s} (flopped=false)], isPlo=true]
[Hour=6247, Hand=[PokerHand: handType=QUADS {7s 7h 7d 7c 9d} (flopped=false)], isPlo=true]
[Hour=6248, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=6249, Hand=[PokerHand: handType=QUADS {7h 8d 8h 8s 8c}], isPlo=false]
[Hour=6250, Hand=[PokerHand: handType=QUADS {5c 5h 5d 5s Jh} (flopped=false)], isPlo=true]
[Hour=6251, Hand=[PokerHand: handType=QUADS {Tc Ts Th Td Jh} (flopped=false)], isPlo=true]
[Hour=6252, Hand=[PokerHand: handType=QUADS {7h Qs Qh Qd Qc} (flopped=false)], isPlo=true]
[Hour=6253, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=6254, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c}], isPlo=false]
[Hour=6255, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=6256, Hand=[PokerHand: handType=QUADS {9s 9h 9c 9d Kc} (flopped=false)], isPlo=true]
[Hour=6257, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c}], isPlo=false]
[Hour=6258, Hand=[PokerHand: handType=QUADS {Th Tc Ts Td Jh} (flopped=false)], isPlo=true]
[Hour=6259, Hand=[PokerHand: handType=QUADS {8d 8h 8c 8s 9d} (flopped=false)], isPlo=true]
[Hour=6260, Hand=[PokerHand: handType=FULL_HOUSE {4s 4c Kc Kd Kh}], isPlo=false]
[Hour=6261, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=6262, Hand=[PokerHand: handType=QUADS {9h 9c 9s 9d Qs} (flopped=false)], isPlo=true]
[Hour=6263, Hand=[PokerHand: handType=QUADS {Jh Js Jd Jc Kh}], isPlo=false]
[Hour=6264, Hand=[PokerHand: handType=QUADS {5c 5d 5h 5s Qc}], isPlo=false]
[Hour=6265, Hand=[PokerHand: handType=QUADS {9s 9d 9h 9c Ks}], isPlo=false]
[Hour=6266, Hand=[PokerHand: handType=FULL_HOUSE {Jh Jd Ac Ah As}], isPlo=false]
[Hour=6267, Hand=[PokerHand: handType=QUADS {8h 8s 8c 8d 9c} (flopped=false)], isPlo=true]
[Hour=6268, Hand=[PokerHand: handType=QUADS {Th Ts Tc Td Kc} (flopped=false)], isPlo=true]
[Hour=6269, Hand=[PokerHand: handType=QUADS {8d 9h 9d 9c 9s} (flopped=false)], isPlo=true]
[Hour=6270, Hand=[PokerHand: handType=QUADS {9c Kc Ks Kd Kh} (flopped=false)], isPlo=true]
[Hour=6271, Hand=[PokerHand: handType=FULL_HOUSE {8d 8h Qd Qh Qs}], isPlo=false]
[Hour=6272, Hand=[PokerHand: handType=QUADS {Qs Kd Ks Kc Kh} (flopped=false)], isPlo=true]
[Hour=6273, Hand=[PokerHand: handType=FULL_HOUSE {8h 8d Ac As Ah}], isPlo=false]
[Hour=6274, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4d 5d 6d 7d 8d} (flopped=false)], isPlo=true]
[Hour=6275, Hand=null, isPlo=null]
[Hour=6276, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c} (flopped=false)], isPlo=true]
[Hour=6277, Hand=[PokerHand: handType=QUADS {Jc Jd Js Jh Qc} (flopped=false)], isPlo=true]
[Hour=6278, Hand=[PokerHand: handType=QUADS {9c 9d 9s 9h As} (flopped=false)], isPlo=true]
[Hour=6279, Hand=[PokerHand: handType=QUADS {Ts Ad As Ac Ah} (flopped=false)], isPlo=true]
[Hour=6280, Hand=[PokerHand: handType=QUADS {5d Kd Ks Kh Kc}], isPlo=false]
[Hour=6281, Hand=[PokerHand: handType=FULL_HOUSE {8h 8s 9s 9c 9d}], isPlo=false]
[Hour=6282, Hand=null, isPlo=null]
[Hour=6283, Hand=[PokerHand: handType=QUADS {Jd Jh Jc Js Ac} (flopped=false)], isPlo=true]
[Hour=6284, Hand=[PokerHand: handType=QUADS {5c 5d 5h 5s 7s}], isPlo=false]
[Hour=6285, Hand=[PokerHand: handType=QUADS {8d Qd Qs Qc Qh} (flopped=false)], isPlo=true]
[Hour=6286, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=6287, Hand=[PokerHand: handType=QUADS {7s 7c 7h 7d Qs}], isPlo=false]
[Hour=6288, Hand=[PokerHand: handType=QUADS {Js Jc Jd Jh Ks} (flopped=false)], isPlo=true]
[Hour=6289, Hand=[PokerHand: handType=QUADS {3s 3d 3h 3c Qd}], isPlo=false]
[Hour=6290, Hand=[PokerHand: handType=QUADS {6c 6h 6s 6d Qh}], isPlo=false]
[Hour=6291, Hand=[PokerHand: handType=QUADS {9d Ks Kc Kd Kh} (flopped=false)], isPlo=true]
[Hour=6292, Hand=[PokerHand: handType=FULL_HOUSE {9s 9c Kh Kc Kd}], isPlo=false]
[Hour=6293, Hand=[PokerHand: handType=FULL_HOUSE {Kd Kh Ad As Ah}], isPlo=false]
[Hour=6294, Hand=[PokerHand: handType=QUADS {9d 9c 9s 9h Qd} (flopped=false)], isPlo=true]
[Hour=6295, Hand=[PokerHand: handType=FULL_HOUSE {7c 7h 7s 8d 8s}], isPlo=false]
[Hour=6296, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=6297, Hand=[PokerHand: handType=FULL_HOUSE {6h 6c Qs Qc Qh}], isPlo=false]
[Hour=6298, Hand=[PokerHand: handType=FULL_HOUSE {2h 2c Jc Jh Jd}], isPlo=false]
[Hour=6299, Hand=[PokerHand: handType=QUADS {6c Kc Ks Kh Kd} (flopped=false)], isPlo=true]
[Hour=6300, Hand=[PokerHand: handType=QUADS {Jc Jd Js Jh As} (flopped=true)], isPlo=true]
[Hour=6301, Hand=[PokerHand: handType=QUADS {Jd Jc Js Jh Ac} (flopped=false)], isPlo=true]
[Hour=6302, Hand=[PokerHand: handType=QUADS {4d 4c 4s 4h Qs}], isPlo=false]
[Hour=6303, Hand=[PokerHand: handType=FULL_HOUSE {7h 7c Td Th Ts}], isPlo=false]
[Hour=6304, Hand=[PokerHand: handType=FULL_HOUSE {5h 5c 6d 6s 6c}], isPlo=false]
[Hour=6305, Hand=[PokerHand: handType=QUADS {Qh Qd Qs Qc Ah}], isPlo=false]
[Hour=6306, Hand=null, isPlo=null]
[Hour=6307, Hand=[PokerHand: handType=QUADS {6s 8s 8c 8h 8d} (flopped=false)], isPlo=true]
[Hour=6308, Hand=[PokerHand: handType=QUADS {6d 6c 6s 6h 7h} (flopped=false)], isPlo=true]
[Hour=6309, Hand=[PokerHand: handType=QUADS {9h 9c 9s 9d Ks}], isPlo=false]
[Hour=6310, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=6311, Hand=[PokerHand: handType=QUADS {Jd Jh Jc Js As}], isPlo=false]
[Hour=6312, Hand=[PokerHand: handType=QUADS {Td Tc Ts Th Ac} (flopped=false)], isPlo=true]
[Hour=6313, Hand=[PokerHand: handType=QUADS {2c 8h 8s 8c 8d}], isPlo=false]
[Hour=6314, Hand=null, isPlo=null]
[Hour=6315, Hand=[PokerHand: handType=QUADS {Th Tc Td Ts Jd} (flopped=false)], isPlo=true]
[Hour=6316, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=6317, Hand=[PokerHand: handType=FULL_HOUSE {5d 5c Kd Kc Kh}], isPlo=false]
[Hour=6318, Hand=[PokerHand: handType=QUADS {8s Ts Tc Td Th}], isPlo=false]
[Hour=6319, Hand=[PokerHand: handType=FULL_HOUSE {Jc Js Kh Ks Kd}], isPlo=false]
[Hour=6320, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=6321, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=6322, Hand=[PokerHand: handType=QUADS {Qs Kh Ks Kd Kc} (flopped=false)], isPlo=true]
[Hour=6323, Hand=[PokerHand: handType=FULL_HOUSE {8c 8h Qc Qd Qs}], isPlo=false]
[Hour=6324, Hand=[PokerHand: handType=QUADS {7h 7s 7c 7d Qs} (flopped=false)], isPlo=true]
[Hour=6325, Hand=[PokerHand: handType=QUADS {8h Qh Qc Qs Qd} (flopped=false)], isPlo=true]
[Hour=6326, Hand=[PokerHand: handType=FULL_HOUSE {8c 8s Jc Jh Jd}], isPlo=false]
[Hour=6327, Hand=[PokerHand: handType=QUADS {Qh Qd Qs Qc Ac} (flopped=false)], isPlo=true]
[Hour=6328, Hand=[PokerHand: handType=QUADS {9s Ac Ah As Ad}], isPlo=false]
[Hour=6329, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c}], isPlo=false]
[Hour=6330, Hand=[PokerHand: handType=QUADS {2d 2h 2c 2s 5s}], isPlo=false]
[Hour=6331, Hand=[PokerHand: handType=QUADS {6d 6h 6c 6s As} (flopped=false)], isPlo=true]
[Hour=6332, Hand=[PokerHand: handType=QUADS {Kh Ad Ac As Ah} (flopped=false)], isPlo=true]
[Hour=6333, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc}], isPlo=false]
[Hour=6334, Hand=[PokerHand: handType=QUADS {8h 8c 8s 8d Qc} (flopped=false)], isPlo=true]
[Hour=6335, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7h 8h 9h Th Jh} (flopped=false)], isPlo=true]
[Hour=6336, Hand=[PokerHand: handType=QUADS {7d 7s 7h 7c Ks} (flopped=true)], isPlo=true]
[Hour=6337, Hand=[PokerHand: handType=QUADS {Jd Ad Ah Ac As} (flopped=false)], isPlo=true]
[Hour=6338, Hand=[PokerHand: handType=QUADS {3c Ts Tc Td Th}], isPlo=false]
[Hour=6339, Hand=[PokerHand: handType=QUADS {Td Tc Ts Th Ac} (flopped=true)], isPlo=true]
[Hour=6340, Hand=[PokerHand: handType=FULL_HOUSE {9c 9s Qs Qc Qh}], isPlo=false]
[Hour=6341, Hand=[PokerHand: handType=FULL_HOUSE {Tc Td Th Ah Ac}], isPlo=false]
[Hour=6342, Hand=[PokerHand: handType=QUADS {Jd Qd Qh Qs Qc} (flopped=false)], isPlo=true]
[Hour=6343, Hand=null, isPlo=null]
[Hour=6344, Hand=[PokerHand: handType=FULL_HOUSE {6d 6s Tc Td Ts}], isPlo=false]
[Hour=6345, Hand=[PokerHand: handType=QUADS {8d 8c 8s 8h Jh} (flopped=false)], isPlo=true]
[Hour=6346, Hand=[PokerHand: handType=QUADS {9h 9s 9c 9d Jd} (flopped=false)], isPlo=true]
[Hour=6347, Hand=[PokerHand: handType=FULL_HOUSE {Qs Qd Qh Ks Kd}], isPlo=false]
[Hour=6348, Hand=[PokerHand: handType=FULL_HOUSE {4d 4c Qh Qs Qd}], isPlo=false]
[Hour=6349, Hand=[PokerHand: handType=QUADS {4h Ah Ad Ac As}], isPlo=false]
[Hour=6350, Hand=[PokerHand: handType=QUADS {2c Jh Jd Js Jc}], isPlo=false]
[Hour=6351, Hand=[PokerHand: handType=QUADS {8s 8c 8d 8h Ad} (flopped=false)], isPlo=true]
[Hour=6352, Hand=[PokerHand: handType=QUADS {Js Kd Kc Kh Ks} (flopped=false)], isPlo=true]
[Hour=6353, Hand=[PokerHand: handType=FULL_HOUSE {2s 2d 9s 9d 9c}], isPlo=false]
[Hour=6354, Hand=[PokerHand: handType=FULL_HOUSE {9d 9s Qs Qd Qc}], isPlo=false]
[Hour=6355, Hand=[PokerHand: handType=FULL_HOUSE {Tc Th Ts Kc Ks}], isPlo=false]
[Hour=6356, Hand=[PokerHand: handType=QUADS {Th Jh Js Jc Jd}], isPlo=false]
[Hour=6357, Hand=[PokerHand: handType=QUADS {Jc Jh Jd Js Ks} (flopped=false)], isPlo=true]
[Hour=6358, Hand=[PokerHand: handType=FULL_HOUSE {8s 8d 8h Th Tc}], isPlo=false]
[Hour=6359, Hand=[PokerHand: handType=QUADS {5c 5h 5d 5s Th} (flopped=false)], isPlo=true]
[Hour=6360, Hand=[PokerHand: handType=QUADS {7s 7c 7d 7h 9d} (flopped=false)], isPlo=true]
[Hour=6361, Hand=[PokerHand: handType=QUADS {5d 5c 5s 5h 9h} (flopped=false)], isPlo=true]
[Hour=6362, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
