, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d}], isPlo=false]
[Hour=93738, Hand=[PokerHand: handType=QUADS {Td Qh Qs Qc Qd} (flopped=false)], isPlo=true]
[Hour=93739, Hand=[PokerHand: handType=QUADS {Tc Td Th Ts Ac} (flopped=false)], isPlo=true]
[Hour=93740, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3h 4h 5h 6h 7h} (flopped=false)], isPlo=true]
[Hour=93741, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=93742, Hand=[PokerHand: handType=QUADS {Jc Js Jh Jd Qs}], isPlo=false]
[Hour=93743, Hand=[PokerHand: handType=QUADS {9d 9c 9h 9s Qh}], isPlo=false]
[Hour=93744, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h} (flopped=false)], isPlo=true]
[Hour=93745, Hand=[PokerHand: handType=QUADS {9c Qc Qh Qs Qd} (flopped=false)], isPlo=true]
[Hour=93746, Hand=[PokerHand: handType=QUADS {Qc Qs Qd Qh Ks} (flopped=false)], isPlo=true]
[Hour=93747, Hand=[PokerHand: handType=FULL_HOUSE {Jd Js Jc Ac Ad}], isPlo=false]
[Hour=93748, Hand=[PokerHand: handType=QUADS {Qc Qs Qd Qh Ks} (flopped=false)], isPlo=true]
[Hour=93749, Hand=[PokerHand: handType=QUADS {Qc Qs Qd Qh Ac} (flopped=false)], isPlo=true]
[Hour=93750, Hand=[PokerHand: handType=QUADS {Ks Kc Kh Kd Ad} (flopped=true)], isPlo=true]
[Hour=93751, Hand=[PokerHand: handType=QUADS {Tc Ts Td Th Ah} (flopped=false)], isPlo=true]
[Hour=93752, Hand=[PokerHand: handType=QUADS {Tc Th Ts Td Ac} (flopped=false)], isPlo=true]
[Hour=93753, Hand=[PokerHand: handType=QUADS {3h Ac As Ad Ah}], isPlo=false]
[Hour=93754, Hand=[PokerHand: handType=QUADS {8d Jd Js Jc Jh} (flopped=false)], isPlo=true]
[Hour=93755, Hand=[PokerHand: handType=FULL_HOUSE {3c 3h Kc Kd Ks}], isPlo=false]
[Hour=93756, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad}], isPlo=false]
[Hour=93757, Hand=[PokerHand: handType=QUADS {8d Qc Qd Qs Qh} (flopped=false)], isPlo=true]
[Hour=93758, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=93759, Hand=[PokerHand: handType=QUADS {8s Ad Ac Ah As} (flopped=false)], isPlo=true]
[Hour=93760, Hand=[PokerHand: handType=QUADS {4h Kh Ks Kd Kc}], isPlo=false]
[Hour=93761, Hand=[PokerHand: handType=FULL_HOUSE {5c 5h 5d Ac As}], isPlo=false]
[Hour=93762, Hand=[PokerHand: handType=QUADS {Qs Ad Ah As Ac} (flopped=false)], isPlo=true]
[Hour=93763, Hand=[PokerHand: handType=QUADS {Kd Ac As Ad Ah} (flopped=false)], isPlo=true]
[Hour=93764, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7h 8h 9h Th Jh} (flopped=false)], isPlo=true]
[Hour=93765, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=93766, Hand=[PokerHand: handType=QUADS {9h Th Tc Td Ts} (flopped=false)], isPlo=true]
[Hour=93767, Hand=[PokerHand: handType=QUADS {7d Qc Qd Qh Qs}], isPlo=false]
[Hour=93768, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=93769, Hand=[PokerHand: handType=QUADS {Js Jh Jc Jd Ah}], isPlo=false]
[Hour=93770, Hand=[PokerHand: handType=QUADS {9d 9h 9s 9c Ts} (flopped=false)], isPlo=true]
[Hour=93771, Hand=[PokerHand: handType=QUADS {5h 9c 9d 9h 9s} (flopped=false)], isPlo=true]
[Hour=93772, Hand=[PokerHand: handType=FULL_HOUSE {6c 6d Kd Kc Ks}], isPlo=false]
[Hour=93773, Hand=[PokerHand: handType=QUADS {Ts Jd Js Jc Jh}], isPlo=false]
[Hour=93774, Hand=[PokerHand: handType=QUADS {8c 9s 9h 9c 9d} (flopped=false)], isPlo=true]
[Hour=93775, Hand=[PokerHand: handType=QUADS {Kd As Ad Ah Ac} (flopped=true)], isPlo=true]
[Hour=93776, Hand=[PokerHand: handType=QUADS {6s Kd Kc Kh Ks}], isPlo=false]
[Hour=93777, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=93778, Hand=[PokerHand: handType=QUADS {5s 5d 5c 5h As}], isPlo=false]
[Hour=93779, Hand=[PokerHand: handType=QUADS {8h 8d 8c 8s Qc} (flopped=false)], isPlo=true]
[Hour=93780, Hand=[PokerHand: handType=QUADS {Ks Kh Kc Kd Ad} (flopped=true)], isPlo=true]
[Hour=93781, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=false)], isPlo=true]
[Hour=93782, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h}], isPlo=false]
[Hour=93783, Hand=[PokerHand: handType=QUADS {7c 7h 7s 7d Qs} (flopped=false)], isPlo=true]
[Hour=93784, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=true)], isPlo=true]
[Hour=93785, Hand=[PokerHand: handType=QUADS {Js Jd Jc Jh Ks} (flopped=false)], isPlo=true]
[Hour=93786, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=true)], isPlo=true]
[Hour=93787, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=93788, Hand=[PokerHand: handType=QUADS {Jh Ah Ad Ac As} (flopped=false)], isPlo=true]
[Hour=93789, Hand=[PokerHand: handType=QUADS {Jd Qd Qs Qh Qc}], isPlo=false]
[Hour=93790, Hand=[PokerHand: handType=QUADS {Jc Qs Qc Qh Qd}], isPlo=false]
[Hour=93791, Hand=[PokerHand: handType=QUADS {7h 8d 8h 8s 8c} (flopped=false)], isPlo=true]
[Hour=93792, Hand=[PokerHand: handType=QUADS {Qh Qs Qc Qd Ah} (flopped=true)], isPlo=true]
[Hour=93793, Hand=[PokerHand: handType=FULL_HOUSE {Ts Td Ks Kh Kd}], isPlo=false]
[Hour=93794, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=93795, Hand=[PokerHand: handType=QUADS {9s Qc Qs Qd Qh} (flopped=true)], isPlo=true]
[Hour=93796, Hand=[PokerHand: handType=FULL_HOUSE {3h 3d Ad Ah Ac}], isPlo=false]
[Hour=93797, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=93798, Hand=[PokerHand: handType=QUADS {9h 9d 9c 9s Tc} (flopped=false)], isPlo=true]
[Hour=93799, Hand=null, isPlo=null]
[Hour=93800, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc}], isPlo=false]
[Hour=93801, Hand=[PokerHand: handType=QUADS {Qh Qs Qc Qd Kd} (flopped=false)], isPlo=true]
[Hour=93802, Hand=[PokerHand: handType=QUADS {9d Jh Jd Jc Js} (flopped=false)], isPlo=true]
[Hour=93803, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=true)], isPlo=true]
[Hour=93804, Hand=[PokerHand: handType=QUADS {7s 8d 8s 8h 8c} (flopped=true)], isPlo=true]
[Hour=93805, Hand=[PokerHand: handType=QUADS {8h Qh Qs Qc Qd}], isPlo=false]
[Hour=93806, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d} (flopped=false)], isPlo=true]
[Hour=93807, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=93808, Hand=[PokerHand: handType=FULL_HOUSE {Qh Qc Kc Kh Ks}], isPlo=false]
[Hour=93809, Hand=[PokerHand: handType=FULL_HOUSE {Jd Jc Js Ad Ac}], isPlo=false]
[Hour=93810, Hand=[PokerHand: handType=QUADS {2h Ah Ad As Ac}], isPlo=false]
[Hour=93811, Hand=[PokerHand: handType=QUADS {Kc Ks Kd Kh Ad} (flopped=false)], isPlo=true]
[Hour=93812, Hand=[PokerHand: handType=FULL_HOUSE {Th Ts Ks Kd Kc}], isPlo=false]
[Hour=93813, Hand=[PokerHand: handType=FULL_HOUSE {8s 8h Ad As Ac}], isPlo=false]
[Hour=93814, Hand=[PokerHand: handType=QUADS {5h 5c 5s 5d Qh}], isPlo=false]
[Hour=93815, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=93816, Hand=[PokerHand: handType=QUADS {8s Qs Qh Qc Qd} (flopped=false)], isPlo=true]
[Hour=93817, Hand=[PokerHand: handType=FULL_HOUSE {Td Th Ac Ah As}], isPlo=false]
[Hour=93818, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=93819, Hand=[PokerHand: handType=FULL_HOUSE {9d 9h Ac Ad Ah}], isPlo=false]
[Hour=93820, Hand=[PokerHand: handType=QUADS {8d 8c 8s 8h Kc}], isPlo=false]
[Hour=93821, Hand=[PokerHand: handType=QUADS {Th Ah As Ad Ac} (flopped=false)], isPlo=true]
[Hour=93822, Hand=[PokerHand: handType=QUADS {7c Th Ts Tc Td} (flopped=false)], isPlo=true]
[Hour=93823, Hand=[PokerHand: handType=QUADS {Ks Kh Kd Kc Ac} (flopped=false)], isPlo=true]
[Hour=93824, Hand=[PokerHand: handType=QUADS {Kd Ad Ah As Ac} (flopped=false)], isPlo=true]
[Hour=93825, Hand=[PokerHand: handType=QUADS {4c Jh Js Jd Jc}], isPlo=false]
[Hour=93826, Hand=[PokerHand: handType=QUADS {8c Jd Jh Jc Js}], isPlo=false]
[Hour=93827, Hand=[PokerHand: handType=QUADS {Jd Ad As Ac Ah} (flopped=false)], isPlo=true]
[Hour=93828, Hand=[PokerHand: handType=FULL_HOUSE {Th Ts Tc Qs Qc}], isPlo=false]
[Hour=93829, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c}], isPlo=false]
[Hour=93830, Hand=[PokerHand: handType=FULL_HOUSE {9d 9h Jc Jh Js}], isPlo=false]
[Hour=93831, Hand=[PokerHand: handType=FULL_HOUSE {8s 8d Ac As Ad}], isPlo=false]
[Hour=93832, Hand=[PokerHand: handType=QUADS {9s 9c 9d 9h Kd}], isPlo=false]
[Hour=93833, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=93834, Hand=[PokerHand: handType=FULL_HOUSE {4d 4s Jd Jc Jh}], isPlo=false]
[Hour=93835, Hand=[PokerHand: handType=QUADS {8c 8s 8h 8d Ks} (flopped=true)], isPlo=true]
[Hour=93836, Hand=[PokerHand: handType=QUADS {Th Tc Ts Td As} (flopped=true)], isPlo=true]
[Hour=93837, Hand=[PokerHand: handType=QUADS {Jh Kd Kc Kh Ks} (flopped=false)], isPlo=true]
[Hour=93838, Hand=[PokerHand: handType=QUADS {Jd Jc Jh Js Kc} (flopped=false)], isPlo=true]
[Hour=93839, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As}], isPlo=false]
[Hour=93840, Hand=[PokerHand: handType=QUADS {2d 7s 7c 7h 7d}], isPlo=false]
[Hour=93841, Hand=[PokerHand: handType=FULL_HOUSE {Jh Js Ad Ah As}], isPlo=false]
[Hour=93842, Hand=[PokerHand: handType=QUADS {3h 4c 4d 4s 4h}], isPlo=false]
[Hour=93843, Hand=[PokerHand: handType=QUADS {Kh Ks Kd Kc Ad} (flopped=false)], isPlo=true]
[Hour=93844, Hand=[PokerHand: handType=QUADS {7c Ac Ah Ad As} (flopped=false)], isPlo=true]
[Hour=93845, Hand=[PokerHand: handType=QUADS {Kd Ks Kh Kc Ad} (flopped=false)], isPlo=true]
[Hour=93846, Hand=[PokerHand: handType=QUADS {8s 8c 8h 8d Qh} (flopped=false)], isPlo=true]
[Hour=93847, Hand=[PokerHand: handType=QUADS {Kc Ks Kh Kd As} (flopped=false)], isPlo=true]
[Hour=93848, Hand=[PokerHand: handType=QUADS {2d 2h 2s 2c 3s}], isPlo=false]
[Hour=93849, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=93850, Hand=[PokerHand: handType=QUADS {Td Qh Qs Qd Qc}], isPlo=false]
[Hour=93851, Hand=[PokerHand: handType=QUADS {2s 2c 2d 2h 7s}], isPlo=false]
[Hour=93852, Hand=[PokerHand: handType=QUADS {Qh Ks Kh Kc Kd} (flopped=false)], isPlo=true]
[Hour=93853, Hand=[PokerHand: handType=QUADS {Jd Ad As Ah Ac} (flopped=false)], isPlo=true]
[Hour=93854, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As}], isPlo=false]
[Hour=93855, Hand=[PokerHand: handType=FULL_HOUSE {2s 2d Ad As Ac}], isPlo=false]
[Hour=93856, Hand=[PokerHand: handType=QUADS {Th As Ah Ac Ad} (flopped=false)], isPlo=true]
[Hour=93857, Hand=[PokerHand: handType=QUADS {7c Js Jc Jh Jd}], isPlo=false]
[Hour=93858, Hand=[PokerHand: handType=FULL_HOUSE {6c 6d Ah Ac Ad}], isPlo=false]
[Hour=93859, Hand=[PokerHand: handType=FULL_HOUSE {6s 6h Jh Jc Jd}], isPlo=false]
[Hour=93860, Hand=[PokerHand: handType=QUADS {8c 8d 8h 8s Kc} (flopped=false)], isPlo=true]
[Hour=93861, Hand=[PokerHand: handType=FULL_HOUSE {2s 2c Qh Qc Qd}], isPlo=false]
[Hour=93862, Hand=[PokerHand: handType=QUADS {Td As Ad Ac Ah} (flopped=false)], isPlo=true]
[Hour=93863, Hand=[PokerHand: handType=QUADS {7c 7h 7d 7s Ks} (flopped=false)], isPlo=true]
[Hour=93864, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4c 5c 6c 7c 8c} (flopped=false)], isPlo=true]
[Hour=93865, Hand=[PokerHand: handType=QUADS {3h 7s 7d 7h 7c}], isPlo=false]
[Hour=93866, Hand=[PokerHand: handType=QUADS {8c Ts Th Tc Td} (flopped=false)], isPlo=true]
[Hour=93867, Hand=[PokerHand: handType=QUADS {Qh Qs Qc Qd Kh} (flopped=false)], isPlo=true]
[Hour=93868, Hand=[PokerHand: handType=QUADS {Th Tc Ts Td Kc} (flopped=false)], isPlo=true]
[Hour=93869, Hand=[PokerHand: handType=QUADS {9h 9c 9s 9d Js} (flopped=false)], isPlo=true]
[Hour=93870, Hand=[PokerHand: handType=QUADS {Kd As Ac Ah Ad} (flopped=false)], isPlo=true]
[Hour=93871, Hand=[PokerHand: handType=QUADS {Qc Ad Ac Ah As} (flopped=false)], isPlo=true]
[Hour=93872, Hand=[PokerHand: handType=QUADS {7h Ah Ad Ac As} (flopped=false)], isPlo=true]
[Hour=93873, Hand=[PokerHand: handType=QUADS {6c 6s 6d 6h Kc}], isPlo=false]
[Hour=93874, Hand=[PokerHand: handType=QUADS {8c Ts Td Th Tc} (flopped=false)], isPlo=true]
[Hour=93875, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As} (flopped=false)], isPlo=true]
[Hour=93876, Hand=[PokerHand: handType=QUADS {Js Qh Qd Qc Qs} (flopped=false)], isPlo=true]
[Hour=93877, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=93878, Hand=[PokerHand: handType=QUADS {Tc Ad As Ac Ah} (flopped=true)], isPlo=true]
[Hour=93879, Hand=[PokerHand: handType=QUADS {Jc Ac Ad Ah As} (flopped=true)], isPlo=true]
[Hour=93880, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=93881, Hand=[PokerHand: handType=QUADS {9s Qs Qc Qh Qd} (flopped=true)], isPlo=true]
[Hour=93882, Hand=[PokerHand: handType=QUADS {9c 9h 9d 9s Jh} (flopped=false)], isPlo=true]
[Hour=93883, Hand=[PokerHand: handType=QUADS {Th Tc Ts Td Kh} (flopped=false)], isPlo=true]
[Hour=93884, Hand=[PokerHand: handType=QUADS {7d Kd Ks Kh Kc} (flopped=true)], isPlo=true]
[Hour=93885, Hand=[PokerHand: handType=QUADS {9h 9d 9s 9c Kd} (flopped=false)], isPlo=true]
[Hour=93886, Hand=[PokerHand: handType=QUADS {Tc Ts Td Th Jd} (flopped=false)], isPlo=true]
[Hour=93887, Hand=[PokerHand: handType=QUADS {Jd Ad As Ah Ac} (flopped=false)], isPlo=true]
[Hour=93888, Hand=[PokerHand: handType=QUADS {9c 9h 9d 9s Kh}], isPlo=false]
[Hour=93889, Hand=[PokerHand: handType=QUADS {4d 6h 6c 6s 6d}], isPlo=false]
[Hour=93890, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=93891, Hand=[PokerHand: handType=FULL_HOUSE {Ts Td Th Ac Ad}], isPlo=false]
[Hour=93892, Hand=[PokerHand: handType=QUADS {Jd Kh Kc Kd Ks} (flopped=true)], isPlo=true]
[Hour=93893, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
[Hour=93894, Hand=[PokerHand: handType=FULL_HOUSE {Jd Jc Ad Ac As}], isPlo=false]
[Hour=93895, Hand=[PokerHand: handType=QUADS {9c Jd Jh Js Jc}], isPlo=false]
[Hour=93896, Hand=[PokerHand: handType=QUADS {Jd Qd Qs Qc Qh} (flopped=false)], isPlo=true]
[Hour=93897, Hand=[PokerHand: handType=QUADS {9h 9c 9d 9s Kh}], isPlo=false]
[Hour=93898, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=93899, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=93900, Hand=[PokerHand: handType=QUADS {6d Jd Jc Jh Js}], isPlo=false]
[Hour=93901, Hand=[PokerHand: handType=FULL_HOUSE {8d 8c 8h 9h 9c}], isPlo=false]
[Hour=93902, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=93903, Hand=[PokerHand: handType=QUADS {7s 8s 8h 8d 8c}], isPlo=false]
[Hour=93904, Hand=[PokerHand: handType=QUADS {Ts Th Tc Td Qs} (flopped=false)], isPlo=true]
[Hour=93905, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=93906, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=93907, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=93908, Hand=[PokerHand: handType=QUADS {9s 9h 9c 9d Kh} (flopped=false)], isPlo=true]
[Hour=93909, Hand=[PokerHand: handType=QUADS {5h 8d 8h 8s 8c}], isPlo=false]
[Hour=93910, Hand=[PokerHand: handType=QUADS {2d Ts Td Th Tc}], isPlo=false]
[Hour=93911, Hand=[PokerHand: handType=FULL_HOUSE {Jd Jc Kh Kd Kc}], isPlo=false]
[Hour=93912, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=true)], isPlo=true]
[Hour=93913, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=93914, Hand=[PokerHand: handType=QUADS {2s 2d 2c 2h Qc}], isPlo=false]
[Hour=93915, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=93916, Hand=[PokerHand: handType=QUADS {Th Ts Td Tc Kd}], isPlo=false]
[Hour=93917, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=93918, Hand=[PokerHand: handType=FULL_HOUSE {4s 4d Kd Kc Ks}], isPlo=false]
[Hour=93919, Hand=[PokerHand: handType=FULL_HOUSE {8c 8d Kd Kc Kh}], isPlo=false]
[Hour=93920, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=93921, Hand=[PokerHand: handType=QUADS {Qc Qh Qs Qd Kh} (flopped=true)], isPlo=true]
[Hour=93922, Hand=[PokerHand: handType=FULL_HOUSE {6h 6d As Ac Ah}], isPlo=false]
[Hour=93923, Hand=[PokerHand: handType=QUADS {Qh Kh Kc Ks Kd} (flopped=true)], isPlo=true]
[Hour=93924, Hand=[PokerHand: handType=QUADS {8c 9s 9c 9d 9h}], isPlo=false]
[Hour=93925, Hand=[PokerHand: handType=QUADS {7c Qd Qs Qh Qc}], isPlo=false]
[Hour=93926, Hand=[PokerHand: handType=QUADS {Qc Qd Qs Qh Ks} (flopped=false)], isPlo=true]
[Hour=93927, Hand=[PokerHand: handType=QUADS {Qh As Ad Ac Ah} (flopped=true)], isPlo=true]
[Hour=93928, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4d 5d 6d 7d 8d} (flopped=false)], isPlo=true]
[Hour=93929, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4d 5d 6d 7d 8d} (flopped=false)], isPlo=true]
[Hour=93930, Hand=[PokerHand: handType=QUADS {5d 9h 9d 9c 9s}], isPlo=false]
[Hour=93931, Hand=[PokerHand: handType=QUADS {Qd Ac As Ad Ah}], isPlo=false]
[Hour=93932, Hand=[PokerHand: handType=QUADS {8h Jc Js Jh Jd}], isPlo=false]
[Hour=93933, Hand=[PokerHand: handType=QUADS {Jc Jd Js Jh As} (flopped=false)], isPlo=true]
[Hour=93934, Hand=[PokerHand: handType=QUADS {4h As Ad Ah Ac} (flopped=false)], isPlo=true]
[Hour=93935, Hand=[PokerHand: handType=QUADS {9d 9c 9h 9s Ad} (flopped=false)], isPlo=true]
[Hour=93936, Hand=[PokerHand: handType=QUADS {9s Ts Tc Td Th} (flopped=true)], isPlo=true]
[Hour=93937, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=true)], isPlo=true]
[Hour=93938, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=93939, Hand=[PokerHand: handType=QUADS {9h Qh Qc Qs Qd} (flopped=false)], isPlo=true]
[Hour=93940, Hand=[PokerHand: handType=QUADS {6s 7h 7d 7s 7c}], isPlo=false]
[Hour=93941, Hand=[PokerHand: handType=QUADS {9h 9s 9c 9d Kc} (flopped=false)], isPlo=true]
[Hour=93942, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=93943, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd}], isPlo=false]
[Hour=93944, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=93945, Hand=[PokerHand: handType=QUADS {Jc Jd Js Jh Ks}], isPlo=false]
[Hour=93946, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=93947, Hand=[PokerHand: handType=FULL_HOUSE {9c 9h Qd Qc Qh}], isPlo=false]
[Hour=93948, Hand=[PokerHand: handType=QUADS {6d Qd Qc Qs Qh}], isPlo=false]
[Hour=93949, Hand=[PokerHand: handType=QUADS {8d Jh Jd Js Jc} (flopped=false)], isPlo=true]
[Hour=93950, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=93951, Hand=[PokerHand: handType=QUADS {5h Ts Td Th Tc} (flopped=false)], isPlo=true]
[Hour=93952, Hand=[PokerHand: handType=QUADS {Qd Qc Qs Qh Kh} (flopped=false)], isPlo=true]
[Hour=93953, Hand=[PokerHand: handType=QUADS {Qc Kd Kh Ks Kc}], isPlo=false]
[Hour=93954, Hand=[PokerHand: handType=QUADS {3d Kc Ks Kd Kh}], isPlo=false]
[Hour=93955, Hand=[PokerHand: handType=QUADS {7s 7d 7c 7h Jd} (flopped=false)], isPlo=true]
[Hour=93956, Hand=[PokerHand: handType=QUADS {7d Ac As Ah Ad} (flopped=true)], isPlo=true]
[Hour=93957, Hand=[PokerHand: handType=QUADS {Qs Qh Qd Qc Ad} (flopped=false)], isPlo=true]
[Hour=93958, Hand=[PokerHand: handType=QUADS {9d 9s 9h 9c Td} (flopped=false)], isPlo=true]
[Hour=93959, Hand=[PokerHand: handType=QUADS {Tc Jc Js Jh Jd} (flopped=true)], isPlo=true]
[Hour=93960, Hand=[PokerHand: handType=FULL_HOUSE {Th Ts Kh Kc Kd}], isPlo=false]
[Hour=93961, Hand=[PokerHand: handType=QUADS {Kc Kh Kd Ks As} (flopped=false)], isPlo=true]
[Hour=93962, Hand=[PokerHand: handType=QUADS {9d 9c 9s 9h Kh} (flopped=false)], isPlo=true]
[Hour=93963, Hand=[PokerHand: handType=QUADS {Th Tc Td Ts Ad} (flopped=false)], isPlo=true]
[Hour=93964, Hand=[PokerHand: handType=FULL_HOUSE {Js Jc Jh Kd Kh}], isPlo=false]
[Hour=93965, Hand=[PokerHand: handType=QUADS {Ks Ac Ah As Ad} (flopped=false)], isPlo=true]
[Hour=93966, Hand=[PokerHand: handType=QUADS {9d Qc Qs Qh Qd} (flopped=false)], isPlo=true]
[Hour=93967, Hand=[PokerHand: handType=QUADS {7h As Ad Ah Ac}], isPlo=false]
[Hour=93968, Hand=[PokerHand: handType=QUADS {Ks Kc Kh Kd Ad}], isPlo=false]
[Hour=93969, Hand=[PokerHand: handType=FULL_HOUSE {3c 3s Qs Qh Qd}], isPlo=false]
[Hour=93970, Hand=[PokerHand: handType=QUADS {8h 8d 8c 8s Ad}], isPlo=false]
[Hour=93971, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As} (flopped=true)], isPlo=true]
[Hour=93972, Hand=[PokerHand: handType=FULL_HOUSE {5s 5d Ks Kc Kd}], isPlo=false]
[Hour=93973, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=false)], isPlo=true]
[Hour=93974, Hand=[PokerHand: handType=QUADS {8c 8h 8d 8s Ah} (flopped=false)], isPlo=true]
[Hour=93975, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=93976, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=93977, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=93978, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h} (flopped=false)], isPlo=true]
